RT,Kh,Kv_Kh,So,INJP,VL,TS,HL,WD,LN,OR_FPP,CO_FPP,SOR_FPP,CSOR_FPP,OR_FPT,CO_FPT,SOR_FPT,CSOR_FPT,OR_Half,CO_Half,SOR_Half,CSOR_Half,OR_FPT_6,CO_FPT_6,SOR_FPT_6,CSOR_FPT_6,OR_FPT_12,CO_FPT_12,SOR_FPT_12,CSOR_FPT_12,OR_FPT_18,CO_FPT_18,SOR_FPT_18,CSOR_FPT_18,OR_FPT_24,CO_FPT_24,SOR_FPT_24,CSOR_FPT_24,T_FPP,T_FPT,T_Half
0.833333333,0.4,0.3,0.7,0.285714286,1,0,0.166666667,0.5,0.833333333,0.274146157,0.517685071,0.260123941,0.235470279,0.278513699,0.308395949,0.084154832,0.112913019,0.308163375,0.388646628,0.124091102,0.128920125,0.165635337,0.315320791,0.138566109,0.111388022,0.234357135,0.329020798,0.108634946,0.116258837,0.283707873,0.367377467,0.100366927,0.11992878,0.378984564,0.416980135,0.084109402,0.122817912,0.436363636,0.414285714,0.315315315
1,1,0.1,0.2,0.428571429,1,0.8,0.083333333,0.607142857,1,0.34215843,0.221957198,0.411795159,0.445754694,0.438260938,0.178776704,0.447307493,0.423233366,0.394184404,0.194919708,0.424832677,0.381963548,0.375108334,0.22018145,0.329032783,0.435755005,0.430092726,0.287547697,0.22872187,0.392699642,0.455695344,0.368163308,0.192671499,0.355091491,0.609183889,0.463890753,0.142307169,0.325534665,0.145454545,0.171428571,0.144144144
0.5,0.5,0.1,0.3,1,1,0.4,0.666666667,0.357142857,0,0.475479744,0.231751125,0.122112189,0.234992959,0.605879954,0.176330578,0.123298979,0.108236786,0.686644571,0.184726323,0.085649687,0.105371059,0.463833353,0.239735347,0.132730904,0.117997533,0.406184887,0.30831499,0.156861629,0.12266928,0.410520951,0.380154769,0.142805812,0.130175858,0.495637511,0.456715079,0.133584198,0.135460744,0.127272727,0.114285714,0.09009009
0.5,0,1,0.9,0.571428571,1,0.2,0.083333333,0.178571429,0.333333333,0.258607219,0.462372915,0.148116634,0.207171106,0.257878796,0.277645146,0.066941689,0.066435175,0.327446154,0.356591686,0.061114849,0.081899536,0.207555884,0.28953247,0.06358421,0.06513705,0.188839787,0.30648565,0.083590728,0.065331201,0.183631392,0.326543593,0.102105659,0.071854047,0.225590179,0.351230443,0.102403068,0.080812225,0.418181818,0.4,0.297297297
0.833333333,0.4,0.2,0.3,0,0.5,0.4,0.083333333,0.964285714,1,0.128101883,0.044697526,0.198732143,0.231675826,0.129078756,0.187516873,0.405506736,0.417299501,0.139383157,0.166516033,0.385997949,0.350550522,0.084914048,0.184337848,0.474285424,0.426557659,0.081586436,0.184707076,0.453337888,0.434473882,0.074464278,0.187413753,0.483488954,0.455358068,0.08527652,0.191422924,0.507861823,0.487894422,0.054545455,0.342857143,0.396396396
0.333333333,0.6,0.7,1,1,0.5,0,0.5,0.285714286,0,0.59249883,0.457555631,0.097011496,0.169197206,0.66657459,0.277060388,0.027731833,0.036380096,0.782091861,0.338099817,0.037981794,0.047986813,0.508103823,0.342714528,0.025675235,0.032327413,0.464833957,0.419288159,0.050515426,0.029892858,0.440129149,0.496246319,0.060610045,0.032741553,0.473629738,0.569990518,0.048792007,0.037829203,0.254545455,0.214285714,0.144144144
0.333333333,0.6,0.2,0.4,0.142857143,1,0.8,0.166666667,0.785714286,1,0.236081567,0.067430799,0.183196899,0.182131019,0.260360008,0.212753597,0.234421786,0.246748277,0.245478506,0.186404426,0.216321313,0.227475781,0.17851784,0.223959538,0.270172233,0.254439464,0.205713006,0.244076346,0.212788941,0.253894574,0.229676363,0.277160247,0.18256336,0.250747586,0.272493819,0.31465928,0.150817846,0.251220281,0.054545455,0.242857143,0.279279279
0,0.5,0.3,0.1,0.571428571,0.5,0.2,0.166666667,0.785714286,0,0.326818174,0.108752343,0.223562267,0.302799437,0.416936038,0.258408539,0.226568277,0.281546896,0.391704731,0.224259807,0.272569725,0.256733256,0.238421,0.282242542,0.249501487,0.280809531,0.202505714,0.304682561,0.244659552,0.27808616,0.194731915,0.327220695,0.204463048,0.281350845,0.235200374,0.355213676,0.153176754,0.284856295,0.072727273,0.2,0.216216216
0,0.6,0.3,1,1,1,0.2,0.25,0.678571429,0.833333333,0.378546524,0.290092386,0.087755661,0.148119591,0.383188341,0.373320104,0.048008188,0.046026288,0.471078893,0.38507671,0.038730627,0.055504262,0.303000377,0.39346752,0.095322535,0.047408797,0.512643391,0.449232895,0.056642374,0.050716825,0.482390887,0.537692701,0.02471171,0.047876177,0.341641034,0.598910792,0.034036174,0.047125412,0.181818182,0.3,0.279279279
0.166666667,0.5,0.5,0.2,0.142857143,0,0.8,0.333333333,0.5,0.666666667,0.1356619,0.067259035,0.357361946,0.35601369,0.18865483,0.12526012,0.387953565,0.403551167,0.178432082,0.117241323,0.353948219,0.360882316,0.117473314,0.132379309,0.489995208,0.42379655,0.103821275,0.141423288,0.469761068,0.440953076,0.104845406,0.151962225,0.411338741,0.461304713,0.140984732,0.167467253,0.353364146,0.480175038,0.072727273,0.2,0.216216216
0,1,1,0.8,0.142857143,1,1,0.083333333,0.964285714,0,0.490433547,0.368593114,0.07097656,0.134633749,0.297386738,0.492880137,0.048346959,0.031443541,0.34735435,0.509791514,0.028025803,0.033786204,0.20289838,0.492590381,0.086647495,0.032981578,0.185065391,0.499413323,0.071226547,0.035235972,0.107898061,0.497529437,0.133293329,0.04433077,0.085910585,0.489076804,0.172158149,0.057482976,0.2,0.4,0.414414414
0,0.8,0.9,0,1,0,0.6,0.916666667,0.464285714,0.5,0.339734776,0.083987015,0.518063621,0.538976743,0.411695687,0.065717662,0.56487733,0.504065232,0.462977889,0.070804908,0.392991403,0.452572036,0.292265748,0.104796672,0.539404986,0.563175362,0.255651496,0.150058043,0.44578851,0.546144741,0.252705683,0.194699711,0.369845367,0.52684922,0.334078332,0.243646482,0.238515804,0.503995759,0.036363636,0.042857143,0.036036036
0.333333333,0.7,0,0.3,0.285714286,1,0.8,0.333333333,0.142857143,0.666666667,0.306310214,0.052587249,0.097294295,0.16356245,0.398921463,0.122166255,0.109297377,0.105335658,0.460548751,0.111564164,0.064023746,0.093278642,0.344839834,0.167086887,0.112408684,0.107854956,0.366130381,0.225457215,0.082647742,0.101457955,0.352503486,0.291899069,0.085660585,0.0968469,0.398138896,0.356905279,0.072888632,0.094699911,0.036363636,0.1,0.099099099
0.666666667,0.1,1,0.5,0.571428571,1,0,0.25,0.678571429,0.666666667,0.262682638,0.108581484,0.147255891,0.203715481,0.291286831,0.324286335,0.155483319,0.205009965,0.261858217,0.285748823,0.168118679,0.204139489,0.176572725,0.331080474,0.20977879,0.204307323,0.162587338,0.340154004,0.208029308,0.206291574,0.151552853,0.35122926,0.214714578,0.216206964,0.184184963,0.366324507,0.205762289,0.230133292,0.090909091,0.342857143,0.387387387
0.166666667,0.7,0.6,0.5,0,1,0.6,0.083333333,0.964285714,0.5,0.401768856,0.152467452,0.091424242,0.175150407,0.30739594,0.430057533,0.077331438,0.103471032,0.345951666,0.370169955,0.090938757,0.113751924,0.204998693,0.435076227,0.109207453,0.102172627,0.215017183,0.446219112,0.0910335,0.100950761,0.177299699,0.46175695,0.089077399,0.104134101,0.166044658,0.472338597,0.097229076,0.112518751,0.090909091,0.342857143,0.396396396
0.666666667,1,0.9,0.7,0.571428571,1,0.6,0.75,0.321428571,0.5,0.646784429,0.117388014,0.013383631,0.114481788,0.847749459,0.276137122,0.034033287,0.056114683,0.82893925,0.21615167,0.037532045,0.0425175,0.883678188,0.386066111,0.005194655,0.0435108,0.603664244,0.514868759,0.043083291,0.032165749,0.578103524,0.611306309,0.060243607,0.03627454,0.553660096,0.711613323,0.045120031,0.038943913,0.054545455,0.114285714,0.117117117
0.833333333,0.7,0,0.1,0,1,1,0.333333333,0.785714286,0.333333333,0.230540676,0.294243799,0.321254646,0.351753852,0.402854531,0.205464265,0.325342481,0.259748934,0.388643072,0.238876186,0.286398808,0.23649453,0.254692073,0.233645579,0.395623348,0.296022148,0.233938024,0.263910661,0.326885115,0.31805532,0.234927792,0.29905863,0.259701274,0.329006145,0.28871241,0.337476039,0.205544785,0.334909597,0.254545455,0.257142857,0.198198198
0.166666667,0.4,0.7,0.9,0.857142857,0.5,0.2,0.833333333,0.571428571,0,0.443629703,0.384963983,0.102063583,0.176479136,0.424710118,0.275159838,0.032702702,0.044784188,0.560095548,0.318674037,0.041404248,0.057770089,0.292769511,0.302697029,0.053201125,0.044251102,0.270317428,0.336931934,0.081201434,0.045123912,0.26410744,0.374960298,0.093755075,0.051781023,0.293166377,0.413522658,0.085499171,0.06092808,0.254545455,0.242857143,0.189189189
0.5,0.3,0.4,0.8,0,1,0,0.166666667,0.214285714,0,0.279625057,0.5447086,0.092667813,0.161767872,0.311600811,0.348415743,0.025242663,0.029272385,0.382758098,0.436880199,0.023473957,0.041729698,0.236335333,0.359003384,0.035998575,0.028393096,0.239661453,0.382136598,0.04164864,0.027956971,0.227341675,0.408428495,0.061020365,0.03262467,0.273839322,0.439533708,0.049641314,0.038941918,0.472727273,0.457142857,0.342342342
0.333333333,0.7,0.6,0.5,0.428571429,0.5,0.8,0.75,0.678571429,0,0.568302506,0.174628605,0.120592997,0.215968848,0.502270265,0.292833072,0.078707206,0.096689726,0.52883394,0.277099579,0.069071693,0.10568272,0.325457837,0.328093636,0.107277906,0.097307296,0.3025087,0.368077001,0.09744524,0.096795881,0.237231973,0.403174298,0.127045433,0.10238911,0.262965113,0.433880753,0.124503051,0.112596227,0.090909091,0.185714286,0.189189189
0.833333333,0.9,0.6,0.4,0.428571429,0.5,1,0.75,0.321428571,0.333333333,0.553172581,0.14627732,0.197186479,0.265227217,0.60795698,0.140956945,0.150971079,0.158032408,0.626591166,0.133515297,0.145551168,0.15188408,0.484864275,0.203914071,0.148819347,0.166980568,0.410902068,0.278145041,0.197248257,0.166930597,0.392740417,0.349563446,0.225995572,0.179551718,0.464316799,0.423453774,0.170762642,0.189984166,0.072727273,0.071428571,0.063063063
0.666666667,0.7,0.1,0.1,0.714285714,1,0.8,0.833333333,0.571428571,0,0.505755774,0.17600589,0.20215433,0.27970699,0.663333824,0.133019012,0.185934639,0.15657636,0.695394881,0.153398035,0.143958892,0.153118214,0.459340505,0.198234762,0.273132341,0.200534506,0.420224051,0.270223888,0.302195684,0.228143206,0.423696725,0.348209241,0.259964692,0.245606353,0.466157729,0.425097609,0.214580031,0.252867975,0.090909091,0.085714286,0.054054054
0.333333333,0.3,0.9,0,1,1,1,0.416666667,0.464285714,0,0.522787456,0.158008102,0.21658502,0.293940392,0.537832343,0.16802294,0.335172934,0.272239246,0.580310388,0.181372687,0.245897701,0.227606843,0.379538805,0.219199528,0.341763468,0.306384594,0.36428618,0.276795143,0.251306346,0.304310065,0.326482478,0.337645343,0.220278991,0.29419174,0.262667045,0.381790853,0.299737586,0.302786955,0.072727273,0.1,0.081081081
0.5,0.3,0.7,0.3,0.714285714,0.5,1,0.333333333,0.285714286,0.333333333,0.290812095,0.163971781,0.241230306,0.298358018,0.405641384,0.19108523,0.215463354,0.219356106,0.368164529,0.192283815,0.214224082,0.205105214,0.272817849,0.221840005,0.25213499,0.230856996,0.250895499,0.256687911,0.232365197,0.233913342,0.244517096,0.294269576,0.215500718,0.239072595,0.297591918,0.334465116,0.182077259,0.244521488,0.127272727,0.185714286,0.171171171
0.166666667,1,0.3,0,0.571428571,1,0.4,0.333333333,0.357142857,0.666666667,0.87713419,0.026006378,0.146624028,0,0.574130871,0.118777839,0.360895145,0.276909411,0.608967423,0.105769038,0.248140004,0.222019102,0.638183859,0.199055201,0.19800014,0.330463392,0.65741725,0.321969756,0.115772896,0.277447878,0.361918391,0.417423632,0.173116853,0.232909643,0.237062961,0.458524715,0.290250252,0.237299622,0,0.042857143,0.045045045
0,0.4,0.1,0.1,1,0,0,0.333333333,0.428571429,0.666666667,0.143206939,0.123255624,0.433225376,0.499214698,0.220465648,0.05114209,0.44668697,0.381636016,0.214534201,0.077948629,0.394050632,0.355943911,0.13936477,0.067012068,0.614430463,0.446666041,0.120642512,0.083254281,0.600466983,0.489348626,0.11994262,0.102433787,0.540816854,0.518558402,0.137207604,0.120872951,0.525108068,0.547942278,0.145454545,0.128571429,0.09009009
0.5,0.5,0.9,0.3,1,1,1,0.166666667,0.642857143,0.333333333,0.529976136,0.230148563,0.191795205,0.261805847,0.597606417,0.277477262,0.230356496,0.188636079,0.647441222,0.270927187,0.171165361,0.167340044,0.475340577,0.330380076,0.195553507,0.205460316,0.486195908,0.408451323,0.136447634,0.193230341,0.364707575,0.480453217,0.14983555,0.185406555,0.253112349,0.520039082,0.234664311,0.197721377,0.090909091,0.142857143,0.135135135
1,0.8,1,0.4,0,0.5,0,0.166666667,0.928571429,0.833333333,0.274057679,0.141562443,0.379189862,0.391478388,0.346988479,0.338385341,0.227230483,0.336253576,0.324749576,0.289755477,0.296382381,0.350029448,0.223815397,0.352483561,0.250091343,0.328255593,0.211094414,0.36958441,0.238578947,0.320618181,0.207988427,0.391737892,0.228588113,0.321772434,0.246640939,0.418259392,0.217357788,0.32989708,0.109090909,0.328571429,0.351351351
0,0.9,0.3,0,0.857142857,0,0.4,0.25,0.678571429,0.5,0.381703792,0.071602404,0.354238521,0.466823086,0.424188952,0.213416485,0.34140333,0.569148131,0.390421434,0.174480667,0.573570896,0.545586875,0.299942881,0.246615517,0.2890325,0.530805352,0.2993108,0.287432672,0.182365599,0.476678069,0.310091372,0.339719821,0.102736664,0.424399002,0.28274103,0.385447415,0.112781785,0.396467085,0.036363636,0.157142857,0.18018018
1,0.4,0.6,1,0.285714286,0,0,0.333333333,0.428571429,0.5,0.252357261,0.528145503,0.184275614,0.238242513,0.310679642,0.354641833,0.077810161,0.100225962,0.323065302,0.426490127,0.09359471,0.116162939,0.19197401,0.362669585,0.103899588,0.098919298,0.18026808,0.372595774,0.113010821,0.101195553,0.163517827,0.386193833,0.108000737,0.108476777,0.18416991,0.400540555,0.116289216,0.117720315,0.509090909,0.5,0.387387387
1,0,1,0.2,0.714285714,0.5,0.2,0.916666667,0.535714286,0.833333333,0.097501112,0.077302867,0.350049876,0.352897977,0.215381513,0.238836203,0.277109914,0.417369759,0.154316203,0.19276985,0.406782566,0.432214196,0.135235234,0.242585057,0.342155781,0.409607805,0.118331696,0.247814749,0.380308605,0.408637729,0.110356535,0.25480289,0.385745989,0.422821222,0.131906999,0.264315531,0.397715533,0.446048486,0.090909091,0.371428571,0.423423423
0.833333333,0,0.8,0,0,0.5,0.4,0.083333333,0.678571429,0.5,0.120592808,0.020149326,0.232526977,0.324097848,0.093828504,0.083005886,0.39591419,0.422011976,0.120147238,0.076816773,0.323475597,0.376764885,0.05848164,0.081476348,0.508488169,0.433967062,0.049837024,0.082159372,0.552834442,0.451637841,0.048050152,0.083868591,0.576592922,0.481869116,0.063074908,0.087959028,0.598703429,0.522288494,0.036363636,0.214285714,0.252252252
0.166666667,0,0.2,0.9,0,0,0,0.416666667,0.607142857,0,0.098354823,0.412515572,0.132309559,0.207308977,0.121009222,0.371072902,0.0469846,0.066127085,0.121863426,0.4192133,0.047510873,0.082858167,0.068109549,0.355697714,0.082623919,0.063558314,0.054822882,0.340007546,0.117102866,0.065983323,0.04869293,0.327056126,0.142441432,0.075705929,0.056355867,0.318062209,0.14614956,0.08857898,0.636363636,0.828571429,0.738738739
0.5,0.7,0.6,0.5,0,1,0.2,1,0.5,0.333333333,0.451955091,0.155111738,0.123682142,0.177955424,0.456885947,0.154215158,0.065701666,0.070942721,0.620610205,0.171158737,0.060121122,0.083738571,0.304502513,0.191463047,0.081300445,0.072714618,0.339851465,0.239741231,0.060528337,0.069575368,0.31630704,0.299364397,0.082781625,0.067521918,0.362793046,0.35394274,0.08800396,0.072777201,0.090909091,0.114285714,0.09009009
0.166666667,0.9,0.3,0.7,1,0,0,0.666666667,0.285714286,1,0.251019883,0.078842862,0.172372605,0.260900498,0.284197533,0.05882207,0.269982039,0.218142398,0.287350684,0.067173521,0.211842851,0.197068123,0.296489426,0.089553061,0.193929533,0.232193315,0.292233128,0.141584046,0.310167524,0.239162556,0.294431732,0.199032322,0.34086661,0.263826349,0.361647879,0.257431703,0.325167923,0.287299632,0.072727273,0.085714286,0.072072072
0.166666667,0.8,0,0.4,0.142857143,0,0.4,0.166666667,0.642857143,0.333333333,0.186786208,0.121105081,0.143767324,0.277939614,0.310872184,0.259510533,0.142226542,0.16590678,0.27581075,0.232015929,0.137228805,0.162430701,0.195923567,0.273770167,0.154588791,0.164807924,0.151955684,0.287390186,0.171896953,0.164970742,0.136142705,0.298675934,0.187272813,0.173883836,0.167062665,0.31330606,0.190518557,0.187880965,0.127272727,0.314285714,0.324324324
0.333333333,1,1,0.3,0.428571429,1,0.6,0.75,0.607142857,0.833333333,0.54976569,0.090376437,0.158413573,0.232699517,0.468530209,0.137142574,0.258584353,0.211628485,0.530403912,0.120703786,0.15839627,0.173270127,0.449843927,0.194310137,0.205015789,0.224913867,0.412764727,0.26705294,0.207615842,0.216893749,0.464326414,0.346100032,0.14324458,0.210602884,0.474257008,0.433361161,0.102140916,0.195809965,0.036363636,0.071428571,0.081081081
1,0.4,0.6,0.2,0.714285714,1,0.4,0.166666667,0.785714286,0.5,0.359779037,0.234433169,0.302769792,0.366466356,0.537457569,0.349481999,0.270085421,0.343620608,0.473700372,0.318335788,0.337432719,0.326366808,0.357849193,0.385768682,0.266650362,0.338520906,0.31611708,0.425774441,0.237572416,0.327247086,0.321845049,0.469402103,0.197643402,0.32174437,0.404820929,0.522984055,0.15476899,0.318289675,0.145454545,0.257142857,0.252252252
0.833333333,0.1,0.2,0.9,0.285714286,0,0.8,0,1,0.5,0.11489276,0.479223946,0.257263103,0.317666785,0.13845818,0.374425503,0.098492058,0.148409432,0.159431934,0.442553531,0.110852306,0.181446184,0.083635453,0.360848108,0.135623003,0.144743861,0.068641659,0.34842023,0.165691974,0.146486111,0.061633938,0.337846591,0.194207522,0.157675876,0.064514488,0.330911487,0.217745113,0.174363456,0.690909091,0.8,0.666666667
0,0,0.1,0.6,0.857142857,1,0.2,0.25,0.75,0.833333333,0.107612876,0.133588386,0.102673971,0.209766641,0.157358751,0.279471247,0.172747582,0.160262242,0.15096107,0.253184709,0.145216663,0.146390497,0.102700987,0.274562487,0.218555688,0.16326301,0.093695025,0.272100896,0.2234068,0.169325406,0.092549289,0.273012915,0.221822035,0.182452713,0.111430988,0.27768286,0.218726716,0.199257438,0.181818182,0.471428571,0.513513514
0,0.3,0.3,0.3,0.714285714,0.5,0.6,0.083333333,0.25,0.666666667,0.186272355,0.073485385,0.188350106,0.208006008,0.226383565,0.094912921,0.216384308,0.193991456,0.255703291,0.093960847,0.164196481,0.163485481,0.164972071,0.109904813,0.247880076,0.213586529,0.17064661,0.132923903,0.224157738,0.221717235,0.174058927,0.160936427,0.22466595,0.228466196,0.215328323,0.191749595,0.201977274,0.238562927,0.072727273,0.128571429,0.135135135
0.833333333,0.6,0.5,0.7,0,1,0,0,0.785714286,0.333333333,0.399082636,0.600916431,0.136674947,0.18278558,0.352959459,0.619902398,0.064917321,0.052927678,0.374572438,0.66357615,0.040292312,0.069639775,0.345667009,0.629142812,0.031590115,0.050494961,0.360889581,0.656496155,0.029712014,0.046502927,0.379149544,0.701031445,0.013131647,0.044810022,0.388542779,0.745833685,0.016596629,0.046050718,0.418181818,0.585714286,0.531531532
0.666666667,1,0.8,0,0.428571429,1,0.6,0.666666667,0.357142857,1,0.398751654,0.126293873,0.675145982,0.646190474,0.392951393,0.064691802,0.747242664,0.614014825,0.474007077,0.086215237,0.567600233,0.529271353,0.437549192,0.125027607,0.472457002,0.611544885,0.486822947,0.206155329,0.33649005,0.546734357,0.622520507,0.31869849,0.185792476,0.454745469,0.632658721,0.448883288,0.124118693,0.376969137,0.054545455,0.042857143,0.027027027
0.666666667,0.2,0.2,1,1,1,0.4,0.5,0.642857143,0.666666667,0.258539035,0.48091823,0.215260141,0.231874612,0.303871546,0.325293329,0.074614625,0.102229879,0.364984892,0.40270602,0.098032202,0.120493768,0.184631578,0.33302262,0.11234104,0.101090998,0.191480654,0.346702461,0.123814279,0.102693898,0.181885672,0.364592779,0.160733582,0.111322641,0.238026742,0.38889164,0.124507074,0.122435892,0.418181818,0.428571429,0.324324324
1,0.8,0.4,1,0.857142857,0,0.6,0.416666667,0.178571429,0.833333333,0.235112752,0.122721044,0.148884011,0.20649779,0.375511653,0.105141895,0.177228678,0.137592289,0.280264985,0.110197174,0.190562981,0.113312624,0.344521168,0.150572191,0.147358126,0.150609405,0.395398726,0.210367992,0.171286573,0.152905893,0.439621567,0.290279996,0.183081057,0.15912195,0.51724055,0.377990372,0.169937869,0.166860046,0.127272727,0.142857143,0.117117117
0.666666667,0.9,0.6,0.1,0.571428571,1,0.6,0,1,0.333333333,0.609420956,0.198812451,0.302862584,0.344523847,0.723773759,0.347196437,0.294751878,0.336663545,0.745795686,0.320613153,0.296506523,0.311782162,0.487530558,0.409284032,0.222969902,0.328919032,0.395489932,0.470419181,0.205643578,0.308928705,0.339730559,0.522131035,0.188647104,0.301247812,0.303509424,0.564839589,0.18403321,0.304670319,0.072727273,0.157142857,0.153153153
0.333333333,0.1,0.6,0.4,0.571428571,1,0,0.25,0.321428571,0.833333333,0.166588382,0.139685438,0.198832228,0.233979576,0.249412535,0.156792022,0.202438467,0.18979662,0.221917722,0.168412475,0.196642151,0.176071154,0.183744636,0.171626223,0.218826786,0.198990313,0.164327059,0.19157888,0.230181928,0.204214247,0.161893082,0.213284447,0.229238064,0.214635394,0.194264567,0.237729108,0.234621642,0.229301062,0.145454545,0.242857143,0.225225225
0.333333333,0.5,0.1,0.6,0.142857143,1,0.2,0.333333333,0.357142857,0.333333333,0.261594374,0.263128074,0.141427296,0.20006727,0.27657791,0.208844266,0.050451743,0.067334446,0.315598167,0.24270986,0.052527382,0.083555172,0.174996143,0.221919418,0.079705873,0.065975096,0.194441066,0.239827102,0.094164339,0.06875255,0.220517051,0.267851552,0.097210626,0.075437654,0.272823291,0.305733757,0.089835068,0.081363658,0.236363636,0.271428571,0.225225225
0.833333333,0.8,1,0.1,0,1,0.8,0.333333333,0.857142857,0.333333333,0.615756294,0.124636983,0.303659303,0.33909989,0.550327852,0.272287522,0.329150558,0.367717381,0.574414571,0.240166626,0.326525329,0.314736904,0.374413371,0.313879035,0.249151759,0.365330934,0.37339725,0.368718099,0.147733251,0.333935346,0.358526018,0.427239992,0.105738316,0.30496869,0.348689629,0.48239052,0.116415312,0.292558539,0.054545455,0.142857143,0.153153153
0.166666667,1,0.8,0.1,0.142857143,0.5,0.8,0,0.285714286,0.5,0.273399414,0.180831957,0.377851834,0.499439989,0.404422943,0.11312903,0.386897732,0.359085813,0.380548928,0.130027299,0.340675231,0.337846421,0.36763291,0.156049167,0.268184039,0.370738579,0.390602283,0.220041318,0.171199715,0.32667778,0.370469229,0.292752425,0.140207641,0.284911192,0.337008389,0.351505956,0.1463852,0.270359395,0.109090909,0.1,0.081081081
1,0.1,0.6,0.2,0.428571429,0,0.4,1,0.5,1,0.119953958,0.029355062,0.242399056,0.29197857,0.055130875,0.040050873,0.531653396,0.452962707,0.053176954,0.046330136,0.439822463,0.364157556,0.035281078,0.036753565,0.706305677,0.490760752,0.027237173,0.035161601,0.740410315,0.528657674,0.026662537,0.034655852,0.709308746,0.573111057,0.028744006,0.035001939,0.747441015,0.62297701,0.054545455,0.171428571,0.198198198
0.666666667,0.1,0,0.8,0,0.5,0.8,0.166666667,0.785714286,0.333333333,0.097904022,0.587977774,0.192597378,0.259220619,0.138714397,0.419241531,0.072983334,0.099620027,0.150964684,0.512226949,0.068998987,0.123294609,0.083771055,0.403191532,0.113043217,0.097132078,0.070594927,0.388168999,0.139844421,0.099556556,0.065071329,0.37602107,0.163417581,0.109826415,0.071592782,0.36825495,0.175605366,0.124311339,0.872727273,0.957142857,0.765765766
0.833333333,1,0.6,0,0.285714286,0,1,0.75,0.535714286,1,0.195171783,0.031562639,0.677741419,0.562935402,0.138001901,0.037971478,1,0.898147912,0.178754407,0.046694435,0.832229129,0.745711365,0.107369983,0.046246646,0.872615727,0.947847885,0.115988252,0.061411664,0.749568003,0.92276705,0.13432182,0.08230366,0.668611438,0.904234639,0.193009459,0.109896147,0.598655879,0.885934218,0.018181818,0.071428571,0.081081081
0.833333333,0.3,0.1,0.6,0.285714286,0,0.2,0.833333333,0.428571429,0.666666667,0.107043459,0.239676831,0.300170679,0.327826891,0.135786912,0.105565305,0.178431974,0.181215157,0.195350471,0.157066726,0.198941186,0.193065633,0.126276964,0.112657693,0.212179176,0.187342196,0.102534433,0.123179593,0.208620846,0.192039857,0.092815836,0.13353073,0.259988419,0.204020733,0.109595933,0.145358353,0.267802514,0.223953023,0.345454545,0.3,0.207207207
0.166666667,0,0.3,0.1,0.714285714,0.5,0.2,0.083333333,0.321428571,0.166666667,0.108415692,0.153699502,0.282930486,0.376689082,0.198070701,0.090362192,0.248597591,0.23501171,0.214978301,0.112359885,0.196000554,0.234845117,0.117437007,0.100106702,0.385802706,0.260078141,0.098541876,0.110586473,0.437730491,0.287443333,0.09466927,0.122235716,0.417760535,0.318249583,0.110179643,0.134113248,0.399326499,0.347864203,0.2,0.2,0.162162162
0.166666667,0.8,0.3,1,1,0.5,0.2,0.416666667,0.178571429,0.666666667,0.346823606,0.219708142,0.127703921,0.177968521,0.49079823,0.158823898,0.052514805,0.067328044,0.519847185,0.178822485,0.074325639,0.069657636,0.482316305,0.216477056,0.055370749,0.06299584,0.539827306,0.303209694,0.048496309,0.057534598,0.498412777,0.400212057,0.080785588,0.056282765,0.59101662,0.495521783,0.060406895,0.059887605,0.163636364,0.157142857,0.117117117
0,0.5,1,0,0.857142857,0.5,0.6,0.166666667,0.785714286,0.833333333,0.246566748,0.132134952,0.571202733,0.609758736,0.28035646,0.145434555,0.533517718,0.631765871,0.280824674,0.15369024,0.610264286,0.619982839,0.227053346,0.166449112,0.425768251,0.621714731,0.25527093,0.201339356,0.295654761,0.567679792,0.247319011,0.243935172,0.228807164,0.520604888,0.26806124,0.284992901,0.16763713,0.491487996,0.090909091,0.171428571,0.162162162
1,0.6,0.9,1,0.857142857,1,1,0.25,0.75,0.333333333,0.576957489,0.656976764,0.158804554,0.196622805,0.505197082,0.522124677,0.048711172,0.068558787,0.598814981,0.593707644,0.071728578,0.082187548,0.378901134,0.548544323,0.07958267,0.066212848,0.461537793,0.600494032,0.045199847,0.064322609,0.471366274,0.667950164,0.045149341,0.06509455,0.500238752,0.741036547,0.04185411,0.065336245,0.345454545,0.371428571,0.306306306
1,0.4,1,0.6,0.428571429,0.5,0.2,0.666666667,0.571428571,0,0.526648292,0.278323121,0.155476479,0.213208239,0.432670858,0.318226916,0.064523694,0.081296895,0.556798792,0.34783213,0.056737945,0.096969783,0.276261643,0.343834869,0.087366988,0.080174893,0.239519216,0.370038291,0.117695592,0.082194783,0.23029733,0.397404972,0.134570534,0.091831397,0.292234,0.42969597,0.108523776,0.10193362,0.163636364,0.228571429,0.198198198
0.166666667,0.5,0.1,0.4,1,1,0.8,0.916666667,0.607142857,1,0.335200883,0.086050453,0.119321807,0.182226808,0.40689421,0.136993674,0.174589332,0.159112224,0.437823183,0.138234837,0.138882516,0.138173553,0.301441627,0.171509761,0.208173179,0.17690933,0.295218215,0.218163101,0.184101791,0.1800311,0.270353135,0.265622243,0.186399391,0.183976476,0.293599537,0.311900448,0.180256505,0.191141074,0.054545455,0.114285714,0.108108108
